gdp_usd,gdp_per_capita,Population,Life.Expectancy.at.Birth..Both.Sexes,Total.Fertility.Rate,box_gdp_ratio,log_gdp,log_pop,box_class
1636120000000,35637.26840333332,45910365,81,1.46,2.780314518494976e-4,12.213815153508044,7.661910745540052,High
1496590000000,32330.514688123592,46290324,81.4,1.4,1.994333411288329e-4,12.175102839003193,7.665490220552084,High
1427990000000,30767.363234880817,46412492,81.8,1.4,1.1452841266395424e-4,12.154725166151623,7.666634887376016,Low
1487570000000,32013.755776516235,46466588,81.9,1.3800000000000001,3.2510779862460253e-4,12.172477411307106,7.667140783794233,High
1330990000000,28657.734615972167,46444355,81.9,1.36,4.992739998046567e-4,12.124174792543696,7.666932935954383,High
1362190000000,29426.791192463472,46290810,82.4,1.32,1.0749468135869445e-4,12.134237687750465,7.665494780166103,Low
1380240000000,29906.987889581018,46151087,82.5,1.37,2.7417198240885644e-4,12.139954609309331,7.664181934452772,High
1206160000000,26154.084541772918,46117462,82.3,1.3900000000000001,4.346179395768389e-4,12.081404921824104,7.66386539858527,High
1243020000000,26929.011825805504,46159139,82.7,1.4,1.9453416035140222e-4,12.094478116429062,7.664257699388656,Low
1321750000000,28566.765756475947,46268801,82.7,1.37,5.0611655759409875e-5,12.12114931907715,7.665288245429643,Low
1431640000000,30804.934151559184,46474373,82.8,1.33,4.757034310301472e-5,12.155833824068756,7.667213539283591,Low
1403500000000,29981.594697416924,46812053,83.2,1.3,6.412738774492341e-4,12.147212416970458,7.670357688062281,High
1289780000000,27417.98408282477,47041387,82.1,1.24,3.442054691497775e-5,12.110515638257253,7.672480118288449,Low
1461240000000,31022.148192685578,47103121,82.3,1.26,2.9970416906189265e-5,12.164721552084572,7.67304968394784,Low
1446500000000,30669.956956894006,47163418,82.6,1.27,4.981639059799516e-5,12.160318437984001,7.673605271502544,Low
1620090000000,34307.50433060534,47222613,82.8,1.29,1.6415783382404682e-4,12.209539141343665,7.674150014510688,High
1722750000000,36436.84904493155,47280433,83,1.3,5.0476455086344506e-5,12.236222258586727,7.674681445213503,Low
38376046175,29157.473550048817,1316165,77.4,1.46,0.0013648110793164586,10.584060228011928,6.119310337680379,High
125968000000,24371.807038469837,5168595,77.5,1.73,3.177940349930141e-4,11.100260234097945,6.713372503118331,High
171613000000,32970.27789379687,5205082,78.4,1.77,9.720030533817368e-5,11.23455018336361,6.716427575703808,Low
197458000000,37825.80452485186,5220193,78.7,1.81,1.0710545533733756e-4,11.295474733846039,6.717686559953512,Low
204859000000,39110.07441565128,5238011,78.9,1.81,1.2763005286562954e-4,11.311455048418413,6.71916640612325,Low
256360000000,48551.641799637924,5280151,79.3,1.83,8.303778280542986e-5,11.40885026291203,6.7226463425203775,Low
285699000000,53857.54864162379,5304716,79.6,1.85,7.638281898081547e-5,11.45590872027339,6.724662137919841,Low
257443000000,47627.117170333964,5405387,80.4,1.81,9.239202852670299e-5,11.410681087646248,6.732826792821758,Low
238778000000,43516.699249486475,5487043,81.3,1.57,0.0014755711539589074,11.37799431023479,6.739338363620455,High
267015000000,48416.884031757516,5514915,81.8,1.35,5.534971705709417e-4,11.426535659245648,6.741538823156002,High
294223000000,53159.711124308655,5534699,81.8,1.47,1.380548767431506e-4,11.468676619386251,6.743094007112915,High
294951000000,53174.37023875112,5546864,81.5,1.28,9.02474546619608e-5,11.46974987293692,6.744047517821578,Low
299836000000,54034.785717787025,5548944,81.8,1.28,4.587409250390213e-4,11.476883775485982,6.744210341931898,High
1360960000000,22206.43921470241,61286728,78.7,1.8800000000000001,5.536389291382553e-4,12.133845361033929,7.787366435685984,High
1370380000000,22233.258614065446,61636489,79.2,1.8900000000000001,0.0010150860170171777,12.136841011696347,7.789837892029608,High
1492430000000,24073.920354606686,61993642,79.4,1.8800000000000001,5.938985727973841e-4,12.173893970403304,7.792347151015896,High
1835100000000,29436.185642670884,62341637,79.5,1.8900000000000001,4.428903116996349e-4,12.263659735217464,7.794778202027004,High
2109790000000,33644.61420098726,62708105,80.2,1.92,5.601562108077107e-4,12.32423922952519,7.797323676864041,High
2192150000000,34746.62039722592,63089589,80.2,1.95,5.377612631434893e-4,12.34087026785223,7.7999576981840235,High
2317860000000,36509.2129349527,63486989,80.7,2.02,5.724210772005212e-4,12.365087200797705,7.802684730260779,High
2655820000000,41573.04271306032,63883224,80.9,2.01,6.607183653259634e-4,12.424198637090635,7.805386825595405,High
2926800000000,45552.70971308501,64250843,81,2.04,4.924143248599153e-4,12.466393046361356,7.807878830179931,High
2700080000000,41789.95757640162,64610738,81.1,2.05,2.7077416928387305e-4,12.431376631953004,7.810304701688631,High
2646230000000,40728.88078636908,64971832,81.5,2.08,5.126167094319088e-4,12.422627588676042,7.812725112667687,High
2870410000000,43948.46019854885,65313096,81.8,2.07,6.016737006211656e-4,12.45794393437168,7.815000270866061,High
2683010000000,40878.23490298365,65634194,81.7,2.07,3.749149827991696e-4,12.428622291358755,7.817130156395602,High
2816080000000,42685.44190697615,65972844,82,2.05,4.556611573534843e-4,12.449644988206241,7.819365206331229,High
2861240000000,43160.42874546944,66293132,82.5,2.06,7.400097303966113e-4,12.456554287831167,7.821468537620418,High
2442480000000,36695.23259296496,66561235,82.2,2.02,4.7265958083587175e-4,12.38783101622901,7.823221371406304,High
2470410000000,36976.76587552863,66809791,82.5,1.98,5.167025441121109e-4,12.392769036644644,7.824840113159348,High
2588870000000,38585.44009261925,67094479,82.5,1.95,3.506986183160993e-4,12.413110242902949,7.826686784871179,High
2781580000000,41288.08040498828,67370049,82.7,1.93,1.700005471710323e-4,12.444291555040436,7.828466863226537,High
2722790000000,40277.56950809336,67600653,82.9,1.91,1.604674491973307e-4,12.435014146900684,7.829950891103278,High
2647930000000,39059.7174701137,67791837,82.2,1.91,6.476697193656932e-5,12.422906500021604,7.831177402432144,Low
2966430000000,43659.21127630197,67945112,82.3,1.91,1.5585636168728066e-4,12.472234104578945,7.832158218864181,High
2796300000000,41065.96513080574,68092884,82.4,1.9,8.896703465293424e-5,12.4465837626943,7.833101728638046,Low
3051830000000,44724.790120675585,68235759,82.5,1.9,2.586742089172726e-4,12.484560337894177,7.83401202665692,High
3162080000000,46246.41922903788,68374591,82.6,1.9,1.6055943081768963e-4,12.499972853299873,7.834894741506396,High
1665530000000,28162.510534964942,59139969,77.8,1.6700000000000002,0.0010469476148733435,12.22155245973336,7.771881092541596,High
1649830000000,27786.738286813514,59374727,78.1,1.6500000000000001,0.0016961735445470139,12.217439196416603,7.77360162578802,High
1785730000000,29961.148641846718,59601520,78.1,1.6600000000000001,0.0014603268836834236,12.251815794768424,7.775257335565654,High
2054420000000,34341.28641300163,59823618,78.2,1.74,0.0011103914671780843,12.312689234312902,7.776872674658537,High
2421530000000,40273.61972381371,60126952,78.8,1.79,0.0012551492490285067,12.384089853830112,7.779069188825842,High
2543180000000,42044.827028780535,60487346,79,1.81,0.0018886244029128886,12.405377099554487,7.781664529409959,High
2708440000000,44512.441803027694,60846808,79.3,1.8800000000000001,0.0014540798263945297,12.432719219115564,7.784237800243206,High
3090510000000,50457.915736451345,61249260,79.5,1.94,0.0015351102976531382,12.490030153181943,7.78710084601848,High
2929410000000,47511.37056066437,61657030,79.7,1.99,0.001798554923687705,12.466780159758184,7.789982601063913,High
2412840000000,38885.54220411068,62049797,80.2,1.98,0.0020068722037101506,12.382528523972207,7.792740365014055,High
2485480000000,39766.09571874657,62502490,80.5,2.01,0.0017185986320549752,12.39541027283628,7.795897319291582,High
2663810000000,42286.59549164166,62994194,80.9,2,0.001743264526373878,12.42550324493735,7.79930052358122,High
2707090000000,42666.211323368414,63448099,81,2,0.001768314906781821,12.432502694578645,7.802418614513025,High
2784850000000,43599.981857673134,63872733,81,1.8900000000000001,0.0014188251880711707,12.444801807794603,7.805315499239642,High
3064710000000,47628.269277143794,64346449,81.3,1.87,0.001124906356882054,12.486389385425921,7.808524585082557,High
2927910000000,45136.182499581424,64868357,81,1.85,0.0012252182013791407,12.466557722965556,7.81203289816346,High
2689110000000,41152.94920057583,65344284,81.2,1.82,0.0015921000981737451,12.42960856771825,7.815207603610048,High
2680150000000,40742.24630656864,65783069,81.3,1.76,0.001051260979795907,12.428159100875538,7.818114130908167,High
2871340000000,43376.074176600625,66196401,81.3,1.6800000000000002,0.001181453253184924,12.458084621051423,7.820834378135632,High
2851410000000,42811.542476268645,66603767,81.6,1.62,9.118851326185992e-4,12.45505966835661,7.823498792849701,High
2696780000000,40236.72223452731,67022855,81.7,1.62,2.6894040670725827e-4,12.43084551868755,7.826222923713173,High
3143320000000,46623.567025634555,67419123,81.8,1.6300000000000001,4.135855165875571e-4,12.497388595831438,7.828783098841466,High
3114040000000,45935.620152408716,67791400,81.9,1.6300000000000001,3.7060429538477346e-4,12.493324186802335,7.8311746028723634,High
3369860000000,49456.0460135861,68138484,82.1,1.6300000000000001,0.0011559581599829072,12.52761185858931,7.833392466805109,High
3643830000000,53226.413949184665,68459055,82.2,1.6300000000000001,3.095037611524138e-4,12.561558107108826,7.835430899898002,High
196931000000,17887.217276132073,11009594,79,1.29,5.278894130431471e-5,11.294314086220549,7.041771303820912,Low
326829000000,29642.952927122446,11025521,79.9,1.52,6.25877201839494e-5,11.51432058513453,7.042399120777424,Low
193097000000,18039.735119136036,10703982,80.8,1.4,1.2491776153953713e-4,11.28577552653151,7.029545370107301,Low
218881000000,20778.781133735167,10533871,81.5,1.4,1.71175159104719e-4,11.34020806420253,7.022587995592451,Low
171669000000,25792.12033888883,6655870,80.8,0.89,0.0018894246078208646,11.234691877313205,6.823204830885731,High
169404000000,25227.81940286238,6714968,81.1,0.93,0.001299595446388515,11.22892366076103,6.827043947390954,High
166349000000,24606.755501014897,6760298,81.3,0.9400000000000001,0.0010664059116676386,11.221020194469721,6.829965840453928,High
161386000000,23744.09123230018,6796891,81.4,0.9,0.001877032927267545,11.207865857607489,6.832310305308741,High
169100000000,24693.36636296211,6847993,81.6,0.92,0.001374764169130692,11.228143607597742,6.835563307734674,High
193535000000,27825.999189669405,6955186,81.9,0.98,0.002978154442348929,11.28675951680882,6.842308748662142,High
211597000000,30212.061408456015,7003726,82,1.03,0.001328377335217418,11.325509506025332,6.84532914726068,High
219279000000,31163.481258693177,7036409,82.2,1.06,0.0020856248979610453,11.340997041979307,6.847351075424511,High
214048000000,30409.90174405719,7038760,82.3,1.07,0.0010093060248168636,11.330511174272539,6.847496157353751,High
228639000000,32526.9792015064,7029211,82.4,1.1300000000000001,0.0028997940290151725,11.359150311974224,6.846906579987605,High
248514000000,35349.46202145428,7030206,82.5,1.2,4.173880827639489e-4,11.395350859674913,6.846968050959014,High
262629000000,37251.79089556693,7050104,82.6,1.1600000000000001,0.0011924318030377453,11.41934268003447,6.848195523557778,High
275697000000,38928.58116132691,7082123,82.7,1.1700000000000002,0.003172275113621113,11.440432040351206,6.85016346517236,High
291460000000,40979.80339367776,7112284,82.8,1.1700000000000002,0.002053438166472243,11.464578960565792,6.852009090083965,High
309386000000,43328.72063712627,7140437,82.8,1.1800000000000002,0.006327057788652363,11.490500657584713,6.853724791731487,High
320860000000,44772.4851408402,7166455,82.9,1.1900000000000002,0.009227934345197282,11.506315579164506,6.855304378169496,High
341273000000,47462.97094697022,7190300,83,1.1900000000000002,0.006453589615937973,11.533101930192347,6.856747010776003,High
361731000000,50157.40615947274,7211916,83.1,1.2,0.005263226145948232,11.558385728977361,6.858050659682514,High
363075000000,50209.39075677026,7231217,83.2,1.2,0.005328562013358121,11.55999634603259,6.8592113943769855,High
344943000000,47590.120920956164,7248206,83.2,1.21,0.0011648126762972433,11.537747336143841,6.86023052785197,High
368954000000,50797.48222348337,7263234,83.4,1.22,0.004513266279807239,11.566972223092709,6.8611300360754415,High
358680000000,49292.333164939395,7276588,83.6,1.22,0.002069666075610572,11.554707161086906,6.861927785888618,High
381066000000,52285.574685651416,7288167,83.8,1.23,0.0018937985834474869,11.58100020127518,6.862618315439631,High
407107000000,55784.733552659076,7297821,84,1.24,6.182252921222185e-4,11.60970856991867,6.863193206840957,High
41836292157,9419.543944018093,4441435,75.3,1.32,7.743728788971895e-4,10.621553187161542,6.647523310630979,High
115604000000,11507.63862765606,10045849,73.2,1.37,0.0021662357011868103,11.062972861315249,7.00198664595576,High
158228000000,15779.258713505951,10027594,73.9,1.3900000000000001,0.0032946877922997195,11.199283338640118,7.001196741807008,High
131899000000,13189.599277136482,10000228,74.5,1.26,1.9426622643082964e-4,11.120241502929776,7.000009901801307,Low
141713000000,14210.833116647202,9972181,74.9,1.24,6.813813199918144e-4,11.151409691950336,6.998790152562165,High
128470000000,12918.928719431176,9944323,74.8,1.34,7.084823538569316e-4,11.108801724122026,6.9975752221138245,High
143335000000,14227.47966701732,10074518,75.6,1.49,6.977641539051871e-4,11.1563522507664,7.003224277150841,High
164937000000,16406.79158429881,10052971,76,1.49,0.0015831456374251988,11.217318091019555,7.002294429739044,High
177537000000,17896.12632132829,9920415,74.7,1.59,1.7564021584233147e-4,11.249288876947602,6.996529840343706,Low
222905000000,22616.758043151483,9855745,76,1.6,1.0471844059128329e-4,11.348119810283984,6.993689458362808,Low
1119100000000,4136.6537332320395,270532675,72.3,2.11,3.788610311857743e-5,12.04886889573993,8.432219726800042,Low
468396000000,446.2219285117748,1049692922,62.8,3.27,9.136181777811936e-6,11.670613177635712,9.02106226879759,Low
485440000000,454.6095257604904,1067817484,63.3,3.19,2.464431237640079e-4,11.686135559106637,9.028497027537583,Low
607701000000,550.704399292,1103497631,64.2,3.03,4.17449913691108e-5,11.783689950999488,9.04277140515084,Low
709153000000,632.5643028798016,1121076540,64.7,2.9499999999999997,3.485346603624323e-5,11.850739944473938,9.049635264481575,Low
940260000000,813.7204705269171,1155507369,65.5,2.8,1.2309391019505242e-4,11.973247960995499,9.062772719443716,Low
1216740000000,1037.9762463647958,1172223357,65.9,2.73,1.8131636668474778e-4,12.085197785601663,9.06901037061594,Low
1198900000000,1008.5975186167361,1188680299,66.3,2.66,1.4066822837601134e-4,12.078782960196964,9.075065064837446,Low
1341890000000,1113.7397477672496,1204850597,66.7,2.59,6.0405712092645444e-5,12.12771691646561,9.080933197183736,Low
1675620000000,1372.6503700584692,1220718718,67.2,2.51,1.3925601449015887e-4,12.224175535407134,9.086615603917412,Low
1823050000000,1474.5392614812915,1236352295,67.6,2.44,6.499239472312883e-4,12.26079858002432,9.092142239340184,Low
1827640000000,1459.964083321049,1251839015,68.1,2.4099999999999997,6.973046458821212e-4,12.261890654521101,9.097548482714297,Low
1856720000000,1465.191434881585,1267220075,68.6,2.3699999999999997,7.602239486837003e-5,12.268746415520333,9.102852044290136,Low
2039130000000,1589.9859397672706,1282483039,69.1,2.3299999999999996,2.5812812179704087e-4,12.309444914097378,9.108051630222516,Low
2103590000000,1621.153589540223,1297588343,69.5,2.3,3.325737215902338e-4,12.322961097606745,9.113136935361597,Low
2294800000000,1748.4375950450558,1312486077,70,2.2600000000000002,3.9435160101098136e-4,12.360744841210403,9.118094705057695,Low
2651470000000,1997.9015865884849,1327127431,70.6,2.21,4.6163269846537957e-4,12.423486717666853,9.122912625896113,Low
2702930000000,2014.9001528239592,1341470939,71.2,2.15,2.0640648629450262e-4,12.431834798563179,9.12758126875701,Low
2835610000000,2091.7792529474277,1355597153,71.5,2.13,2.484088383099227e-4,12.452646499256083,9.132130648069081,Low
2674850000000,1953.0995152996763,1369541070,70.5,2.13,9.841001626259416e-5,12.427299432712827,9.136575060472365,Low
3167270000000,2293.9231574135224,1380721926,66.8,2.13,9.81420560924708e-6,12.500685087215286,9.140106221544647,Low
3346110000000,2407.9014347458797,1389637446,67.2,2.1,1.689936376867467e-4,12.524540213855236,9.14290150835503,Low
3638490000000,2600.445317389333,1399179585,67.7,2.07,8.104605207105145e-5,12.560921185647251,9.145873459859322,Low
3912690000000,2776.6740694276714,1409128296,68.2,2.03,1.9125806797880742e-5,12.592475440381481,9.148950535840585,Low
100208000000,26217.389165809393,3822196,76.5,1.86,7.060382404598435e-5,11.000902394357233,6.582312953659842,Low
109347000000,28235.339685490744,3872700,77.1,1.93,0.0037724844211546728,11.038806872409612,6.58801385552188,High
128596000000,32695.621752265248,3933126,77.6,1.98,0.001352439757068649,11.109227459996097,6.5947378595112465,High
164671000000,41145.4286049818,4002170,78.1,1.97,2.1146753830364787e-4,11.216617122855764,6.602295532199709,High
194372000000,47510.21836827777,4091162,78.4,1.92,0.0029235817761817545,11.288633703381844,6.611846676837189,High
232181000000,53882.465809566755,4309027,79.2,1.9,2.1943169768413436e-4,11.365826677363055,6.6343792153495125,High
270079000000,61104.025871569305,4419987,79.6,1.98,2.5688948789058015e-4,11.431490816920954,6.645420992010502,High
275447000000,60970.505183047426,4517709,79.8,2.05,1.6166289340599098e-4,11.440038046665627,6.654918253196915,High
221986000000,48149.6359484428,4610336,80.6,2.02,1.4724577225590804e-4,11.346325585646719,6.663732577803613,High
227271000000,48855.6264228088,4651890,80.8,1.96,1.0465779179921767e-4,11.356544022863208,6.6676294367189595,Low
266787000000,56623.9928482195,4711554,81.4,1.87,1.166333591966625e-4,11.42616466345359,6.673164173012847,High
302391000000,63576.89995780336,4756303,81.6,1.83,3.2235714356578074e-4,11.480568861205814,6.677269513532108,High
305733000000,63575.515276231476,4808974,81.7,1.79,1.0052726398524203e-4,11.485342317837674,6.682052429041565,High
395461000000,80380.01647190629,4919892,82.2,1.73,2.4254909080794314e-4,11.597103660223212,6.69195556936922,High
407125000000,81707.88905348096,4982689,82.5,1.6900000000000002,4.5816658274485726e-5,11.60972777157293,6.697463781050463,Low
436556000000,86786.76493683967,5030214,82.8,1.6500000000000001,7.602560267182217e-5,11.640039961514768,6.701586461605062,High
531307000000,104790.84905701313,5070166,82.6,1.72,3.554997957866168e-5,11.725345537801976,6.705022178604303,Low
551395000000,106431.2752508753,5180761,82.2,1.72,4.799798855629812e-4,11.74146282364452,6.7143935577811735,High
577389000000,110326.41687785578,5233461,82,1.72,1.1435085012010967e-4,11.761468505757367,6.7187889921327395,High
109592000000,1648.440964155058,66482211,68.1,2.17,2.4861258121030732e-5,11.039778852664202,7.8227054543550585,Low
126879000000,1886.6626649117948,67250496,68.4,2.11,7.026183213928231e-5,11.103389747084236,7.827695491786247,Low
629082000000,8294.070511267542,75847197,73.1,1.75,3.6443700503273026e-5,11.798707258841798,7.879939535684039,Low
9025660362,32115.444751243605,281038,79.7,2.09,0.0044353407279253436,9.955478986874743,5.44876504614899,High
21652505597,69512.23658071476,311492,81.3,2.1,0.006351003554020696,10.335508159534095,5.493446897221608,High
14751508134,46022.095004851326,320531,82.8,2.04,0.006525584443676652,10.168836423079746,5.505870038466,High
17517210519,52775.55825065754,331919,83,2.02,0.011613012458767493,10.243464949283084,5.521032113387752,High
24728285177,72782.69687568984,339755,83.1,2,0.010423004027781478,10.393194000551015,5.531165856740606,High
26260850582,76443.23584274045,343534,83.1,1.99,0.002282675948093173,10.4193087886646,5.535969726203881,High
28696453180,80246.67908266989,357603,83.6,1.95,0.0027183766408584433,10.457828222185448,5.5534011535186805,High
1149660000000,19895.69117227217,57784371,79.6,1.24,1.3391357270845294e-4,12.060569421261292,7.761810390214681,Low
1172040000000,20231.637088717758,57931051,80.1,1.22,1.6423439131770247e-4,12.068942433766402,7.762911407652518,Low
1281750000000,22069.95194165729,58076701,80.4,1.24,4.479923549834211e-4,12.107803326112437,7.764001938646104,High
1582930000000,27134.693110705874,58336020,80,1.26,2.3091202959069573e-4,12.199461710007077,7.765936795869015,High
1812810000000,30874.20752649691,58716001,81,1.31,3.345662882486306e-4,12.25835228822367,7.7687564692040905,High
1864980000000,31589.58800756268,59037807,80.9,1.3,8.35947243402074e-5,12.270674178806255,7.771130216946972,Low
1958560000000,33043.1055997803,59272879,81.3,1.33,1.0233605301854423e-4,12.291936880591454,7.772856022286215,Low
2222520000000,37273.893940064016,59626719,81.4,1.35,9.972273275381099e-5,12.346845677786483,7.775440912659541,Low
2417510000000,40230.612398915284,60091305,81.4,1.3800000000000001,1.4962401065559192e-4,12.383368279212469,7.778811635668169,High
2209480000000,36543.53481708319,60461584,81.5,1.3800000000000001,3.0744054166591234e-4,12.344290074724313,7.781479520834653,High
2144940000000,35286.46211407026,60786485,81.8,1.37,1.945715013007357e-4,12.331415148253441,7.783807030878444,High
2306970000000,37762.22684210327,61092001,81.9,1.35,4.568018353077847e-5,12.363041946961852,7.785984350193823,Low
2097930000000,34222.207903587376,61303175,81.8,1.34,1.1660493677100762e-4,12.3217909933328,7.787482967981253,Low
2153230000000,35049.62891242217,61433746,82.3,1.31,4.3881021535089144e-5,12.333090422018484,7.78840699777973,Low
2173260000000,35335.173122284614,61504156,82.6,1.3,3.220434278457249e-5,12.337111686656735,7.788904463204417,Low
1845430000000,30000.85072016722,61512589,82,1.28,1.2536575811599465e-4,12.266097576386025,7.788964006405168,Low
1887110000000,30685.103626188964,61499222,82.7,1.27,5.6771269295377585e-5,12.275797216010533,7.788869621738927,Low
1970720000000,32044.801322378145,61498899,82.4,1.25,1.6965541375740846e-4,12.294624924079969,7.78886734077534,Low
2099440000000,34143.56593396389,61488598,82.8,1.21,1.0686257287657661e-5,12.322103467427752,7.788794590819813,Low
2019610000000,32866.41160335463,61449057,83.1,1.1700000000000002,2.1162652195225812e-5,12.305267512416629,7.788515222570905,Low
1907480000000,31097.97039393268,61337765,81.6,1.1900000000000002,4.802955994296139e-5,12.28045999305671,7.78772794729285,Low
2104070000000,34439.00522314628,61095551,82.6,1.22,7.386304352992059e-5,12.323060184202248,7.786009585913599,Low
2304610000000,37766.960706127335,61021855,82.8,1.24,1.8648772330242427e-4,12.362597442012673,7.785485405601027,High
2372770000000,38920.244164632946,60964931,83,1.26,5.590967350396372e-5,12.375255642738242,7.785080086603898,Low
4968360000000,39191.33467912578,126771901,81,1.37,4.5855112350956853e-05,12.69621305664297,8.103023002812499,Low
4374710000000,34420.23457949556,127097042,81.3,1.34,2.0744984284672583e-4,12.640949268884246,8.104135443095107,High
4182850000000,32846.04147071772,127347157,81.5,1.33,5.726867948886525e-5,12.621472290748374,8.104989253869762,Low
4519560000000,35440.94351157161,127523693,81.8,1.3,1.754387568701378e-4,12.655096156299555,8.105590881108956,High
4893120000000,38326.80234946231,127668360,82,1.29,1.4492767600222354e-4,12.689585866628276,8.106083279565766,Low
4831470000000,37832.996746905876,127705189,82.2,1.26,1.0057918480296887e-4,12.684079287223213,8.106208544156775,Low
4601660000000,36023.41898777986,127740790,82.4,1.32,1.945161152714455e-4,12.662914527070836,8.106329597680583,High
4579750000000,35833.846066983155,127805148,82.6,1.34,9.349895867678366e-5,12.660841771326176,8.106548347585795,Low
5106680000000,39950.07890811024,127826531,82.8,1.37,1.7361721568612092e-4,12.708138644503594,8.106621003048252,High
5289490000000,41404.712254200786,127750918,82.9,1.37,2.720421556709626e-4,12.723413800416433,8.10636402959659,High
5759070000000,45117.534056449695,127645939,82.8,1.3900000000000001,1.372739991005492e-4,12.760352357298611,8.10600700247011,High
6233150000000,48890.76519908718,127491357,82.6,1.3900000000000001,1.4187690252921877e-4,12.794707578261875,8.105480743715558,High
6272360000000,49291.33509399861,127250763,83.1,1.41,2.3359624001173402e-4,12.797430976577958,8.104660395061419,High
5212330000000,41029.49101573221,127038622,83.3,1.43,1.3531053233390824e-4,12.717031903710179,8.103935774275072,Low
4896990000000,38606.06848587053,126845084,83.6,1.42,1.1964834786266665e-4,12.689929217159069,8.10327364039461,Low
4444930000000,35094.31316872349,126656703,83.8,1.45,1.3839341226970953e-4,12.6478649259692,8.10262817872096,Low
5003680000000,39566.901340651726,126461255,84,1.44,4.3515274457998915e-4,12.699289527504591,8.101957487431891,High
4930840000000,39066.90034359229,126215286,84.1,1.43,2.878767923923713e-4,12.692920910410983,8.10111195572769,High
5040880000000,40032.996042746185,125918130,84.2,1.42,2.6080791786354764e-4,12.70250635902154,8.100088265390532,High
5117990000000,40762.86504977157,125555208,84.3,1.36,3.446318654393619e-4,12.709099432987458,8.098834731853811,High
5054070000000,40388.70529756862,125135727,84.5,1.37,2.8047172081114826e-4,12.703641252701269,8.097381321074579,High
5039150000000,40414.30268279222,124687293,84.7,1.3800000000000001,1.6731900995207524e-4,12.70235728615944,8.095822196372096,High
4262460000000,34315.24397027001,124214766,84.8,1.3800000000000001,3.3873493405216703e-4,12.629660316490693,8.094173225559926,High
4213170000000,34054.28345751693,123719238,85,1.3900000000000001,5.252585817804646e-4,12.624608983117447,8.092437236473282,High
4026210000000,32679.760047619377,123201945,85.2,1.4,2.2548744352629397e-4,12.604896423176255,8.090617564127916,High
104850000000,6371.725944683574,16455510,65.7,2.3499999999999996,2.530043872198379e-4,11.020568434801362,7.216311346779493,Low
26556545153,1722.6448914663886,15416146,69.1,2.58,0.0010984527479736815,10.424171575267456,7.187975814691903,Low
627247000000,13086.319738969181,47931505,76.9,1.22,2.0778711894995115e-4,11.797438592845857,7.680621065606304,Low
702715000000,14594.275344795116,48150044,77.4,1.24,5.9367074845420974e-5,11.846779223990756,7.68259668832345,Low
793176000000,16407.13837196381,48343348,78,1.22,1.1227467169959757e-4,11.899369564805511,7.68433672401072,Low
934901000000,19283.324432500765,48482356,78.6,1.09,3.8132101687772286e-4,11.970765624316279,7.685583716210577,High
1053220000000,21645.609285305025,48657443,79.2,1.1300000000000001,3.345985587056835e-4,12.022519097497426,7.687149282560923,High
1172610000000,23956.63130795288,48947199,79.6,1.26,1.6896776507108074e-4,12.069153593521216,7.689727844379218,Low
1047340000000,21266.76744830203,49247729,80.1,1.2,3.3209867664750703e-4,12.02008769042159,7.69238620832584,High
943942000000,19071.68987656141,49494408,80.6,1.1700000000000002,3.216242957724097e-4,11.97494531013091,7.694556134046078,High
1143670000000,22987.386634609575,49752067,80.8,1.26,2.9625527905777015e-4,12.0583007291303,7.696811128660562,High
1253290000000,25039.273393766645,50052970,81.3,1.27,1.653651229962738e-4,12.098051574447712,7.699429852371629,Low
1278050000000,25399.800673024663,50317324,81.5,1.31,3.6219836391377486e-4,12.106547844666926,7.701717536194434,High
1370630000000,27110.590194085107,50556996,82,1.1900000000000002,4.5617701494932985e-4,12.136920233312305,7.703781261093516,High
1484490000000,29199.685038608066,50839247,82.5,1.2,4.491909585110038e-4,12.171577276395219,7.706199109423932,High
1466040000000,28686.78532522726,51105064,82.8,1.24,2.9533351954926196e-4,12.166145819924676,7.7084639365004675,High
1499680000000,29223.870715784702,51316953,83.2,1.1700000000000002,3.000061539795156e-4,12.17599859968219,7.710260861760341,High
1623070000000,31510.522099649486,51508826,83.5,1.05,5.645819176005964e-4,12.210337250545987,7.711881651462172,High
1725370000000,33376.00483513632,51694923,83.6,0.98,2.021144774743968e-4,12.236882242439703,7.713447892777613,High
1651420000000,31872.636372228433,51813097,84.2,0.92,4.206739091206356e-4,12.217857539940795,7.714439551943796,High
1644310000000,31694.19403983926,51880480,84.4,0.8400000000000001,1.6984440464389318e-4,12.215983697995787,7.715003985538237,Low
1818430000000,35059.792019659995,51866537,84.5,0.81,1.2740158378381352e-4,12.259696587656963,7.714887252196446,Low
1673920000000,32366.904947972256,51717024,83.3,0.7799999999999999,2.6923081389791626e-4,12.223734698347341,7.713633525922895,High
1712790000000,33200.62117778961,51589095,84.3,0.72,2.4644745532143464e-4,12.233704118696998,7.712557909343486,High
1712790000000,33238.08506760025,51530947,84.7,0.6799999999999999,2.107111981036788e-4,12.233704118696998,7.712068123697156,High
54901519156,8990.30370272361,6106748,77.1,2.4,0.0011733191356137563,10.739584361789616,6.785809998845133,High
79789877416,28130.78505283124,2836390,77.1,1.23,1.261356368243001e-4,10.901947797851681,6.452765945552988,Low
21230182989,48415.57902982675,438499,78.1,1.8,5.254412553005244e-4,10.32695373749009,5.641968607291621,High
21387533703,48188.46295774743,443831,78.3,1.73,0.0015211572522472064,10.330160706921589,5.647217632863886,High
