Country_Code,Year,n_films,worldwide_usd_sum,domestic_usd_sum,domestic_share,Country_Name.x,Indicator.Name,Indicator.Code,gdp_usd,Country_Name.y,Population,Male.Population,Female.Population,Annual.Growth.Rate,Rate.of.Natural.Increase,Population.Density,Natural.Increase,Total.Fertility.Rate,Crude.Birth.Rate,Life.Expectancy.at.Birth..Both.Sexes,Infant.Mortality.Rate..Both.Sexes,Crude.Death.Rate,Net.Migration.Rate,gdp_per_capita,box_per_capita,box_gdp_ratio,log_gdp,log_pop,log_box_sum,log_gdp_pc,box_class
ITA,2005,6,155902489,5737869,0.036804216769111366,Italy,GDP (current US$),NY.GDP.MKTP.CD,1864980000000,Italy,59037807,28520374,30517433,0.42000000000000004,-0.02,200.7,-14306,1.3,9.4,80.9,3.8,9.6,4.4,31589.58800756268,2.6407229015129237,8.35947243402074e-5,12.270674178806255,7.771130216946972,8.19285304880229,4.499543961859284,Low
ITA,2006,4,200431300,58277800,0.2907619718077965,Italy,GDP (current US$),NY.GDP.MKTP.CD,1958560000000,Italy,59272879,28636954,30635925,0.38,0,201.5,1396,1.33,9.5,81.3,3.6,9.4,3.8,33043.1055997803,3.3815010065564723,1.0233605301854423e-4,12.291936880591454,7.772856022286215,8.301965543322115,4.51908085830524,Low
ITA,2007,6,221635768,33604480,0.15162029262352636,Italy,GDP (current US$),NY.GDP.MKTP.CD,2222520000000,Italy,59626719,28806679,30820040,0.81,-0.02,202.7,-8948,1.35,9.5,81.4,3.5,9.6,8.3,37273.893940064016,3.717054564078899,9.972273275381099e-5,12.346845677786483,7.775440912659541,8.345639848978417,4.5714047651269425,Low
ITA,2008,9,361717542,18779875,0.051918618312406864,Italy,GDP (current US$),NY.GDP.MKTP.CD,2417510000000,Italy,60091305,29029821,31061484,0.74,-0.01,204.3,-8467,1.3800000000000001,9.6,81.4,3.5,9.7,7.6,40230.612398915284,6.0194655782562885,1.4962401065559192e-4,12.383368279212469,7.778811635668169,8.558369570992934,4.6045566435443,High
ITA,2009,7,679283728,155933659,0.22955600520435254,Italy,GDP (current US$),NY.GDP.MKTP.CD,2209480000000,Italy,60461584,29204808,31256776,0.49,-0.04,205.6,-22806,1.3800000000000001,9.4,81.5,3.4,9.8,5.3,36543.53481708319,11.234964138551183,3.0744054166591234e-4,12.344290074724313,7.781479520834653,8.832051211345547,4.56281055388966,High
ITA,2010,4,417344196,67631157,0.16205127002652744,Italy,GDP (current US$),NY.GDP.MKTP.CD,2144940000000,Italy,60786485,29352965,31433520,0.58,-0.04,206.7,-25544,1.37,9.2,81.8,3.3,9.7,6.3,35286.46211407026,6.865739909126182,1.945715013007357e-4,12.331415148253441,7.783807030878444,8.620494378151864,4.547608117374996,High
ITA,2011,3,105382813,0,0,Italy,GDP (current US$),NY.GDP.MKTP.CD,2306970000000,Italy,61092001,29493012,31598989,0.42000000000000004,-0.08,207.7,-46842,1.35,9,81.9,3.3,9.7,5,37762.22684210327,1.7249854526781665,4.568018353077847e-5,12.363041946961852,7.785984350193823,8.022769787082398,4.577057596768029,Low
ITA,2012,5,244628995,18747894,0.0766380698248791,Italy,GDP (current US$),NY.GDP.MKTP.CD,2097930000000,Italy,61303175,29590949,31712226,0.27,-0.13,208.4,-78697,1.34,8.7,81.8,3.3,10,4,34222.207903587376,3.990478388762083,1.1660493677100762e-4,12.3217909933328,7.787482967981253,8.388507931123035,4.534308025351546,Low
ITA,2013,2,94485932,2852400,0.03018862109546636,Italy,GDP (current US$),NY.GDP.MKTP.CD,2153230000000,Italy,61433746,29652907,31780839,0.16,-0.14,208.9,-86435,1.31,8.4,82.3,3.2,9.8,3,35049.62891242217,1.5380135211028805,4.3881021535089144e-5,12.333090422018484,7.78840699777973,7.9753671512650115,4.544683424238754,Low
ITA,2014,2,69988410,0,0,Italy,GDP (current US$),NY.GDP.MKTP.CD,2173260000000,Italy,61504156,29688218,31815938,0.07,-0.16,209.1,-95768,1.3,8.2,82.6,3.1,9.7,2.3,35335.173122284614,1.1379460275822662,3.220434278457249e-5,12.337111686656735,7.788904463204417,7.845026127302958,4.5482072234523185,Low
ITA,2015,2,231353731,30121633,0.13019730812121633,Italy,GDP (current US$),NY.GDP.MKTP.CD,1845430000000,Italy,61512589,29694374,31818215,-0.05,-0.26,209.1,-161791,1.28,7.9,82,3.3,10.5,2.2,30000.85072016722,3.7610793946585472,1.2536575811599465e-4,12.266097576386025,7.788964006405168,8.364276507681373,4.477133569980858,Low
ITA,2016,2,107133630,0,0,Italy,GDP (current US$),NY.GDP.MKTP.CD,1887110000000,Italy,61499222,29689080,31810142,0,-0.23,209.1,-141823,1.27,7.7,82.7,3.1,10,2.3,30685.103626188964,1.7420322813189408,5.6771269295377585e-5,12.275797216010533,7.788869621738927,8.0299258203260635,4.486927594271607,Low
ITA,2017,5,334343317,44709643,0.13372375258214,Italy,GDP (current US$),NY.GDP.MKTP.CD,1970720000000,Italy,61498899,29687430,31811469,0,-0.31,209.1,-190910,1.25,7.5,82.4,3.2,10.6,3.1,32044.801322378145,5.436574027122014,1.6965541375740846e-4,12.294624924079969,7.78886734077534,8.524192646755212,4.505757583304629,Low
ITA,2018,1,22435156,0,0,Italy,GDP (current US$),NY.GDP.MKTP.CD,2099440000000,Italy,61488598,29678950,31809648,-0.03,-0.32,209,-193386,1.21,7.2,82.8,3,10.3,2.9,34143.56593396389,0.36486693028844147,1.0686257287657661e-5,12.322103467427752,7.788794590819813,7.350929093690962,4.533308876607938,Low
ITA,2019,2,42740304,1831718,0.04285692492968698,Italy,GDP (current US$),NY.GDP.MKTP.CD,2019610000000,Italy,61449057,29661073,31787984,-0.1,-0.35,208.9,-214333,1.1700000000000002,6.8,83.1,3,10.3,2.5,32866.41160335463,0.6955404376669279,2.1162652195225812e-5,12.305267512416629,7.788515222570905,7.6308376068559625,4.516752289845724,Low
ITA,2020,6,91615425,22549,2.4612667572081887e-4,Italy,GDP (current US$),NY.GDP.MKTP.CD,1907480000000,Italy,61337765,29613260,31724505,-0.26,-0.53,208.5,-325310,1.1900000000000002,6.9,81.6,3.4,12.2,2.7,31097.97039393268,1.4936218331398283,4.802955994296139e-5,12.28045999305671,7.78772794729285,7.961968600615531,4.4927320457638595,Low
ITA,2022,5,155413014,55025804,0.3540617518684761,Italy,GDP (current US$),NY.GDP.MKTP.CD,2104070000000,Italy,61095551,29494426,31601125,-0.13,-0.44,207.7,-266878,1.22,7,82.6,3.2,11.3,3,34439.00522314628,2.543769741924416,7.386304352992059e-5,12.323060184202248,7.786009585913599,8.191487383008916,4.5370505982886495,Low
ITA,2023,5,429781472,149372194,0.34755382381863126,Italy,GDP (current US$),NY.GDP.MKTP.CD,2304610000000,Italy,61021855,29450921,31570934,-0.11,-0.43000000000000005,207.5,-260655,1.24,7,82.8,3.1,11.3,3.2,37766.960706127335,7.0430745181378045,1.8648772330242427e-4,12.362597442012673,7.785485405601027,8.633247689001855,4.577112036411646,High
ITA,2024,4,132660796,69631542,0.5248840961273894,Italy,GDP (current US$),NY.GDP.MKTP.CD,2372770000000,Italy,60964931,29414065,31550866,-0.08,-0.42000000000000004,207.3,-254361,1.26,7.1,83,3.1,11.2,3.4,38920.244164632946,2.176018143939177,5.590967350396372e-5,12.375255642738242,7.785080086603898,8.12274259885238,4.590175556134345,Low
JPN,2000,7,227824706,99475395,0.4366312887944646,Japan,GDP (current US$),NY.GDP.MKTP.CD,4968360000000,Japan,126771901,61960639,64811262,0.23,0.2,347.8,251439,1.37,9.6,81,3.4,7.7,0.3,39191.33467912578,1.7971230548952641,4.5855112350956853e-05,12.69621305664297,8.103023002812499,8.357600818503702,4.593190053830471,Low
JPN,2001,10,907532902,254770959,0.28072917074250603,Japan,GDP (current US$),NY.GDP.MKTP.CD,4374710000000,Japan,127097042,62075575,65021467,0.28,0.17,348.7,215202,1.34,9.5,81.3,3.2,7.8,1.2,34420.23457949556,7.140472254263793,2.0744984284672583e-4,12.640949268884246,8.104135443095107,8.957862379050319,4.53681382578914,High
JPN,2002,11,239546296,29125432,0.12158581654712791,Japan,GDP (current US$),NY.GDP.MKTP.CD,4182850000000,Japan,127347157,62146209,65200948,0.11,0.15000000000000002,349.4,190033,1.33,9.4,81.5,3.1,7.9,-0.4,32846.04147071772,1.881049421464509,5.726867948886525e-5,12.621472290748374,8.104989253869762,8.37938945993974,4.516483036878611,Low
JPN,2003,15,792905988,190107435,0.23976037244909795,Japan,GDP (current US$),NY.GDP.MKTP.CD,4519560000000,Japan,127523693,62185213,65338480,0.17,0.11,349.9,145995,1.3,9.1,81.8,2.9,8,0.5,35440.94351157161,6.2177150719749,1.754387568701378e-4,12.655096156299555,8.105590881108956,8.899221697641432,4.549505275190599,High
JPN,2004,17,709148510,83497921,0.11774391375369314,Japan,GDP (current US$),NY.GDP.MKTP.CD,4893120000000,Japan,127668360,62219103,65449257,0.06,0.09,350.3,110584,1.29,9,82,2.8,8.1,-0.3,38326.80234946231,5.554614393104133,1.4492767600222354e-4,12.689585866628276,8.106083279565766,8.85073719473108,4.58350258706251,Low
JPN,2005,17,485945314,69437220,0.1428910167451476,Japan,GDP (current US$),NY.GDP.MKTP.CD,4831470000000,Japan,127705189,62203934,65501255,0,0.04,350.4,50879,1.26,8.7,82.2,2.7,8.3,-0.4,37832.996746905876,3.805211971457166,1.0057918480296887e-4,12.684079287223213,8.106208544156775,8.686587398553787,4.5778707430664385,Low
JPN,2006,17,895097027,127862551,0.14284769934779373,Japan,GDP (current US$),NY.GDP.MKTP.CD,4601660000000,Japan,127740790,62198854,65541936,0.06,0.06,350.5,71833,1.32,9,82.4,2.6,8.4,0,36023.41898777986,7.007135520298567,1.945161152714455e-4,12.662914527070836,8.106329597680583,8.951870114653067,4.556584929390253,High
JPN,2007,13,428201856,13569248,0.03168890515037842,Japan,GDP (current US$),NY.GDP.MKTP.CD,4579750000000,Japan,127805148,62212085,65593063,0.04,0.04,350.6,52064,1.34,9,82.6,2.5,8.6,0,35833.846066983155,3.350427292647085,9.349895867678366e-5,12.660841771326176,8.106548347585795,8.631648545370403,4.554293423740381,Low
JPN,2008,16,886607563,47457448,0.05352700561161353,Japan,GDP (current US$),NY.GDP.MKTP.CD,5106680000000,Japan,127826531,62203690,65622841,-0.01,0.03,350.7,31730,1.37,9,82.8,2.5,8.8,-0.4,39950.07890811024,6.936021466466926,1.7361721568612092e-4,12.708138644503594,8.106621003048252,8.947731431627378,4.6015176414553425,High
JPN,2009,24,1438964262,287484347,0.19978560593327646,Japan,GDP (current US$),NY.GDP.MKTP.CD,5289490000000,Japan,127750918,62142851,65608067,-0.11,-0.01,350.5,-14581,1.37,8.8,82.9,2.4,9,-1,41404.712254200786,11.263827176568704,2.720421556709626e-4,12.723413800416433,8.10636402959659,9.158050007967926,4.617049770819843,High
JPN,2010,17,790570570,51542796,0.06519695768589008,Japan,GDP (current US$),NY.GDP.MKTP.CD,5759070000000,Japan,127645939,62059329,65586610,-0.06,-0.06,350.2,-71643,1.3900000000000001,8.8,82.8,2.4,9.4,0,45117.534056449695,6.193464329484074,1.372739991005492e-4,12.760352357298611,8.10600700247011,8.897940643140648,4.654345354828503,High
JPN,2011,20,884340015,109088200,0.1233554946623104,Japan,GDP (current US$),NY.GDP.MKTP.CD,6233150000000,Japan,127491357,61958142,65533215,-0.19,-0.12000000000000001,349.8,-158552,1.3900000000000001,8.6,82.6,2.5,9.9,-0.6,48890.76519908718,6.936470328729813,1.4187690252921877e-4,12.794707578261875,8.105480743715558,8.946619276604546,4.689226834546316,High
JPN,2012,20,1465199712,279749120,0.19092900285800765,Japan,GDP (current US$),NY.GDP.MKTP.CD,6272360000000,Japan,127250763,61825590,65425173,-0.19,-0.13,349.1,-164847,1.41,8.5,83.1,2.3,9.8,-0.6,49291.33509399861,11.514270543116508,2.3359624001173402e-4,12.797430976577958,8.104660395061419,9.16589682462749,4.692770581516539,High
JPN,2013,15,705283147,70749310,0.10031334266377982,Japan,GDP (current US$),NY.GDP.MKTP.CD,5212330000000,Japan,127038622,61708760,65329862,-0.14,-0.15000000000000002,348.5,-195009,1.43,8.5,83.3,2.2,10,0.1,41029.49101573221,5.551722270728031,1.3531053233390824e-4,12.717031903710179,8.103935774275072,8.848363506342334,4.613096129435108,Low
JPN,2014,10,585916763,51417095,0.08775494788156453,Japan,GDP (current US$),NY.GDP.MKTP.CD,4896990000000,Japan,126845084,61606267,65238817,-0.16,-0.19,348,-242831,1.42,8.2,83.6,2.1,10.1,0.3,38606.06848587053,4.61915231180737,1.1964834786266665e-4,12.689929217159069,8.10327364039461,8.767835923292136,4.58665557676446,Low
JPN,2015,12,615149030,77324985,0.12570122235257364,Japan,GDP (current US$),NY.GDP.MKTP.CD,4444930000000,Japan,126656703,61515401,65141302,-0.13,-0.21000000000000002,347.5,-264755,1.45,8.2,83.8,2.1,10.3,0.8,35094.31316872349,4.856821750681446,1.3839341226970953e-4,12.6478649259692,8.10262817872096,8.788980343524862,4.545236747248239,Low
JPN,2016,11,2177365085,450184569,0.206756584874695,Japan,GDP (current US$),NY.GDP.MKTP.CD,5003680000000,Japan,126461255,61425937,65035318,-0.17,-0.25,347,-315017,1.44,8,84,2,10.5,0.8,39566.901340651726,17.21764571291025,4.3515274457998915e-4,12.699289527504591,8.101957487431891,9.337931254538361,4.5973320400727005,High
JPN,2017,13,1419474403,242063637,0.17053046993197524,Japan,GDP (current US$),NY.GDP.MKTP.CD,4930840000000,Japan,126215286,61311412,64903874,-0.22,-0.29000000000000004,346.3,-365798,1.43,7.8,84.1,2,10.7,0.8,39066.90034359229,11.246453959625779,2.878767923923713e-4,12.692920910410983,8.10111195572769,9.152127565416942,4.591808954683293,High
JPN,2018,15,1314701417,222662420,0.16936348977860727,Japan,GDP (current US$),NY.GDP.MKTP.CD,5040880000000,Japan,125918130,61172183,64745947,-0.26,-0.32999999999999996,345.5,-417389,1.42,7.6,84.2,2,10.9,0.8,40032.996042746185,10.440922343748275,2.6080791786354764e-4,12.70250635902154,8.100088265390532,9.118827131021028,4.602418093631007,High
JPN,2019,16,1763822441,383877066,0.21763929127829937,Japan,GDP (current US$),NY.GDP.MKTP.CD,5117990000000,Japan,125555208,61000716,64554492,-0.32,-0.4,344.5,-497330,1.36,7.1,84.3,2,11.1,0.8,40762.86504977157,14.048182222755745,3.446318654393619e-4,12.709099432987458,8.098834731853811,9.246454863803086,4.610264701133646,High
JPN,2020,36,1417523710,219916170,0.1551410875518971,Japan,GDP (current US$),NY.GDP.MKTP.CD,5054070000000,Japan,125135727,60800448,64335279,-0.35,-0.42000000000000004,343.3,-529787,1.37,7.1,84.5,1.9,11.3,0.8,40388.70529756862,11.327889676143409,2.8047172081114826e-4,12.703641252701269,8.097381321074579,9.151530331787907,4.606259931626689,High
JPN,2021,30,843145589,113495808,0.13460997659325952,Japan,GDP (current US$),NY.GDP.MKTP.CD,5039150000000,Japan,124687293,60585891,64101402,-0.37,-0.44,342.1,-553795,1.3800000000000001,7,84.7,1.9,11.4,0.8,40414.30268279222,6.762081112788294,1.6731900995207524e-4,12.70235728615944,8.095822196372096,8.925902572299789,4.606535089787345,High
JPN,2022,27,1443844107,324835018,0.2249792871856075,Japan,GDP (current US$),NY.GDP.MKTP.CD,4262460000000,Japan,124214766,60359788,63854978,-0.39,-0.46,340.8,-576529,1.3800000000000001,7,84.8,1.9,11.6,0.7,34315.24397027001,11.623771903253434,3.3873493405216703e-4,12.629660316490693,8.094173225559926,9.159520304643223,4.535487090930766,High
JPN,2023,21,2213003699,700906382,0.31672173992150204,Japan,GDP (current US$),NY.GDP.MKTP.CD,4213170000000,Japan,123719238,60122691,63596547,-0.41000000000000003,-0.48000000000000004,339.4,-598355,1.3900000000000001,6.9,85,1.9,11.7,0.7,34054.28345751693,17.88730463244528,5.252585817804646e-4,12.624608983117447,8.092437236473282,9.344982139844088,4.532171746644165,High
JPN,2024,26,907859800,180527193,0.19884919786072697,Japan,GDP (current US$),NY.GDP.MKTP.CD,4026210000000,Japan,123201945,59875269,63326676,-0.43000000000000005,-0.5,338,-618620,1.4,6.9,85.2,1.9,11.9,0.7,32679.760047619377,7.368875548190412,2.2548744352629397e-4,12.604896423176255,8.090617564127916,8.95801878597971,4.51427885904834,High
OTHER,2007,1,26527510,5705761,0.215088449688644,Kazakhstan,GDP (current US$),NY.GDP.MKTP.CD,104850000000,Kazakhstan,16455510,7927709,8527801,1.06,1,6.1,163666,2.3499999999999996,19.8,65.7,28.4,9.9,0.7,6371.725944683574,1.6120746181674102,2.530043872198379e-4,11.020568434801362,7.216311346779493,7.423696486921238,3.8042570880218696,Low
OTHER,2016,1,29171110,0,0,Cambodia,GDP (current US$),NY.GDP.MKTP.CD,26556545153,Cambodia,15416146,7433797,7982349,1.59,1.8,87.3,277779,2.58,24,69.1,33.3,6,-2.1,1722.6448914663886,1.8922440148140787,0.0010984527479736815,10.424171575267456,7.187975814691903,7.4649529549257485,3.2361957605755545,Low
KOR,2002,7,130333847,445367,0.0034171246399256516,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,627247000000,"Korea, South",47931505,24022644,23908861,0.48000000000000004,0.52,494.5,248110,1.22,10.3,76.9,4.9,5.1,-0.3,13086.319738969181,2.719168676218283,2.0778711894995115e-4,11.797438592845857,7.680621065606304,8.115057214304025,4.116817527239553,Low
KOR,2003,3,41718134,3088269,0.07402701664460831,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,702715000000,"Korea, South",48150044,24136578,24013466,0.43000000000000005,0.51,496.8,247654,1.24,10.3,77.4,5,5.1,-0.9,14594.275344795116,0.8664194367091337,5.9367074845420974e-5,11.846779223990756,7.68259668832345,7.620324874739467,4.1641825356673055,Low
KOR,2004,2,89053575,1111061,0.012476321135900496,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,793176000000,"Korea, South",48343348,24232734,24110614,0.38,0.48000000000000004,498.8,230281,1.22,9.9,78,4.6,5.1,-1,16407.13837196381,1.8421060742421067,1.1227467169959757e-4,11.899369564805511,7.68433672401072,7.949651358629226,4.21503284079479,Low
KOR,2005,13,356497400,350726,9.838108216217005e-4,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,934901000000,"Korea, South",48482356,24292589,24189767,0.2,0.39,500.2,191148,1.09,9,78.6,4,5,-2,19283.324432500765,7.35313688138423,3.8132101687772286e-4,11.970765624316279,7.685583716210577,8.552056366811248,4.285181908105701,High
KOR,2006,7,352405894,54532034,0.15474211677061225,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1053220000000,"Korea, South",48657443,24376888,24280555,0.52,0.42000000000000004,502,205887,1.1300000000000001,9.2,79.2,3.9,5,1,21645.609285305025,7.242589669169422,3.345985587056835e-4,12.022519097497426,7.687149282560923,8.54704316339004,4.335369814936503,High
KOR,2007,5,198133291,10977721,0.055405736938978115,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1172610000000,"Korea, South",48947199,24524458,24422741,0.6699999999999999,0.51,505,248315,1.26,10.1,79.6,3.6,5,1.6,23956.63130795288,4.047898450736681,1.6896776507108074e-4,12.069153593521216,7.689727844379218,8.296957453241125,4.3794257491419994,Low
KOR,2008,8,347820228,755533,0.0021721939645212352,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1047340000000,"Korea, South",49247729,24668102,24579627,0.56,0.45,508.1,219779,1.2,9.5,80.1,3.3,5,1.1,21266.76744830203,7.062665326151385,3.3209867664750703e-4,12.02008769042159,7.69238620832584,8.541354835439337,4.327701482095751,High
KOR,2009,5,303594681,0,0,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,943942000000,"Korea, South",49494408,24775407,24719001,0.44,0.4,510.7,197907,1.1700000000000002,9,80.6,3.1,5,0.4,19071.68987656141,6.133918825738859,3.216242957724097e-4,11.97494531013091,7.694556134046078,8.482294158420462,4.280389176084832,High
KOR,2010,8,338818275,704813,0.002080209516443586,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1143670000000,"Korea, South",49752067,24890690,24861377,0.6,0.43000000000000005,513.3,214766,1.26,9.5,80.8,3.3,5.1,1.7,22987.386634609575,6.8101346422451154,2.9625527905777015e-4,12.0583007291303,7.696811128660562,8.52996682703532,4.361489600469738,High
KOR,2011,6,207250455,262218,0.0012652227952889175,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1253290000000,"Korea, South",50052970,25034109,25018861,0.61,0.43000000000000005,516.4,213869,1.27,9.4,81.3,3.1,5.1,1.8,25039.273393766645,4.140622524497547,1.653651229962738e-4,12.098051574447712,7.699429852371629,8.31649549267839,4.398621722076084,Low
KOR,2012,11,462907619,1951682,0.004216137129512228,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1278050000000,"Korea, South",50317324,25155448,25161876,0.45,0.43000000000000005,519.2,217329,1.31,9.6,81.5,2.9,5.3,0.1,25399.800673024663,9.199766247505531,3.6219836391377486e-4,12.106547844666926,7.701717536194434,8.665494328897797,4.404830308472492,High
KOR,2013,13,625249902,6774128,0.010834272789698094,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1370630000000,"Korea, South",50556996,25267820,25289176,0.51,0.33999999999999997,521.6,170198,1.1900000000000002,8.6,82,2.8,5.3,1.7,27110.590194085107,12.367228108252318,4.5617701494932985e-4,12.136920233312305,7.703781261093516,8.796053632332388,4.433138972218789,High
KOR,2014,11,666819486,70245472,0.10534406008645045,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1484490000000,"Korea, South",50839247,25412753,25426494,0.61,0.32999999999999996,524.5,167442,1.2,8.6,82.5,3,5.3,2.8,29199.685038608066,13.116234510711774,4.491909585110038e-4,12.171577276395219,7.706199109423932,8.82400828242565,4.465378166971287,High
KOR,2015,9,432970753,23020439,0.05316857741659054,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1466040000000,"Korea, South",51105064,25549198,25555866,0.44,0.32,527.3,161115,1.24,8.6,82.8,2.7,5.4,1.2,28686.78532522726,8.472169274653487,2.9533351954926196e-4,12.166145819924676,7.7084639365004675,8.636458560926798,4.4576818834242085,High
KOR,2016,9,449913229,26867065,0.05971610361339253,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1499680000000,"Korea, South",51316953,25653971,25662982,0.39,0.25,529.5,125879,1.1700000000000002,7.9,83.2,2.7,5.5,1.5,29223.870715784702,8.767341057837163,3.000061539795156e-4,12.17599859968219,7.710260861760341,8.653128763108297,4.465737737921849,High
KOR,2017,13,916355973,34741996,0.03791320952081577,"Korea, Rep.",GDP (current US$),NY.GDP.MKTP.CD,1623070000000,"Korea, South",51508826,25751514,25757312,0.35,0.15000000000000002,531.5,75714,1.05,7,83.5,2.6,5.5,2.1,31510.522099649486,17.790270991616076,5.645819176005964e-4,12.210337250545987,7.711881651462172,8.962064215019236,4.498455599083815,High
